이름,주소,전화번호,위도,경도
달리는커피 금촌로타리점,"경기도 파주시 번영로 10, 1층 (금촌동)",,37.75789719,126.7721071
Brand new day(브랜뉴데이),"경기도 김포시 하성면 하성로 270, 1층 101호",,37.69909614,126.635369
안젤라펫(Angelapet),"경기도 김포시 김포한강9로12번길 8-36, 프리지어 101호 (구래동)",,37.63965812,126.6291734
소복소복,경기도 연천군 전곡읍 선사로 401,,38.02490063,127.0732455
커피에반하다 유미어스점,"경기도 파주시 경의로 1016, 유미어스오피스텔상가 116호 (야당동)",,37.70825407,126.7594437
피오리에(FIOLIER),"경기도 파주시 경의로 1090, 704호 (야당동)",031-949-8866,37.71450879,126.7600603
커피설,"경기도 파주시 한마음1길 38, 골드시티프라자 205호 좌측 (금촌동)",,37.75696281,126.7711865
메가엠지씨커피 파주적성점,"경기도 파주시 적성면 청송로 1020, 1층 가호",,37.95408868,126.918479
이디야커피 파주경찰서점,"경기도 파주시 쇠재로 128, 103,104,105호 (금릉동)",,37.75261767,126.7778436
카페위덴,"경기도 김포시 사우로63번길 13, 위덴치아랑주식회사 1동 1층 (사우동)",,37.62023035,126.7291482
연천미라클타운 한옥카페,경기도 연천군 군남면 군중로 132,,38.13052941,127.0444607
소문난카매트앤커피,"경기도 파주시 광탄면 보광로 524, 라동 우측일부",,37.75459354,126.9093079
하늬별,"경기도 파주시 쇠재1길 25-4, 1층 일부 (금릉동)",,37.75079409,126.7790307
파머스커피(Farmers coffee),"경기도 김포시 양촌읍 해평로 126-63, 1층 일부호",,37.65694311,126.662634
카페게이트 운양역점,"경기도 김포시 김포한강1로 250, 골든타임 1층 109호 (운양동)",,37.65332676,126.6847495
메가엠지씨커피 운정가람마을점,"경기도 파주시 미래로 622, 대흥프라자 107호 (와동동)",,37.73270722,126.7509447
라피유,경기도 연천군 청산면 청연로 34,,38.03524273,127.1036288
더벤티 파주금릉점,"경기도 파주시 금빛로 24-21, 보람프라자 106호 (금촌동)",,37.75195043,126.7665697
공차 금릉역점,"경기도 파주시 금빛로 24-17, 월드프라자 1층 103호 (금촌동)",,37.75195043,126.7665697
할리스커피 김포농협본점,"경기도 김포시 홍도평로 20, 김포농협 농수축산물판매장 A동 2층 11호 (걸포동)",031-986-7932,37.63157414,126.7130041
코너커피,"경기도 김포시 김포대로 709, 퍼스트블루 111호 (풍무동)",,37.61223162,126.731849
감성커피 파주금촌점,"경기도 파주시 명동길 75, 1층 일부 (금촌동)",,37.76360798,126.7744163
이정빙수,"경기도 파주시 가람로21번길 61-25, 1층 (와동동)",,37.73560644,126.752224
초콜릿포레스트(C forest),"경기도 파주시 성재안길 40-15, 1층 일부 (당하동)",031-941-7248,37.73484562,126.7455242
카페게이트 파주금촌역점,"경기도 파주시 새꽃로 200, 1층 일부 (금촌동)",,37.76530203,126.7747797
디엠지레클리스협동조합,"경기도 연천군 장남면 장남로 270, 1층",,37.98789133,126.8473295
커피고(커피GO),"경기도 파주시 교하로159번길 33, 1층 113호 (목동동)",,37.72364274,126.7397188
커피베이 김포감정동점,"경기도 김포시 중봉로 9, 주연메디칼 1층 102호 (감정동)",,37.62331133,126.6971518
라고머스,"경기도 김포시 고촌읍 인향로24번길 72, 1층 일부호",,37.59991751,126.7680613
카페게이트파주운정가람점,"경기도 파주시 미래로 610, 운정메디컬프라자 1층 112호 (와동동)",,37.73165607,126.7514599
메가엠지씨커피 금촌로터리점,"경기도 파주시 번영로 1, 1층 일부 (금촌동)",,37.75765791,126.7729559
카페 엘오비 (CAFE LOB),"경기도 파주시 광탄면 보광로 787, 1층 일부",031-946-1559,37.7714431,126.8951515
카페우(cafewoo),"경기도 파주시 적성면 칠중7길 95, 1층일부",,37.95797271,126.9173287
메가엠지씨커피 파주야당역점,"경기도 파주시 경의로 1090, 삼융타워 114호 (야당동)",031-944-1382,37.71450879,126.7600603
카페또옴,"경기도 김포시 대곶면 약암로 889-19, 1층, 2층",031-982-8500,37.62457525,126.556964
엔제리너스 롯데시네파주운정점,"경기도 파주시 청암로17번길 17, 홈플러스 파주운정점3층 300D호 (목동동)",,37.72942152,126.7368606
하울림,"경기도 김포시 풍무로146번길 101, 풍무도서관 1층 일부호 (풍무동)",,37.60761555,126.729149
카페모모,"경기도 김포시 승가로19번길 1, 1층 일부호 (풍무동)",,37.60631697,126.7200436
소노비,"경기도 김포시 김포한강8로162번길 131, 꿈꾸는교회 지하1층 일부호 (마산동)",,37.63310241,126.648301
프롤릭,"경기도 김포시 김포한강11로140번길 80, 1층 101호 (운양동)",031-997-0731,37.64802979,126.6833976
통일촌농산물식당카페,경기도 파주시 군내면 통일촌길 37 (1층 일부),031-954-1003,37.90885745,126.7332809
보따리,"경기도 파주시 와석순환로252번길 7-30, 1층 우측일부 (목동동)",,37.71980897,126.7378637
이디야 김포하성점,"경기도 김포시 하성면 애기봉로 868, 1층 102호",,37.71963799,126.6338649
쑥먹은곰탱이,"경기도 파주시 심학산로423번길 7-33, 3층 일부 (목동동)",,37.7190733,126.7385431
카페bombom(봄봄),"경기도 김포시 모담공원로 178, 2층 (운양동)",031-983-0178,37.64723222,126.6977465
카페 블라썸,경기도 연천군 미산면 왕산로 2,,38.05490884,127.0124465
카페모리,"경기도 김포시 양촌읍 석모로 103, 1층 일부호",,37.65156348,126.6394337
나는애견인이다,"경기도 파주시 탄현면 새오리로161번길 53-54, 1층 전체",,37.79934211,126.6850101
cafe675,"경기도 김포시 북변1로 18, 1층 일부호 (북변동)",,37.62732969,126.7050739
오블라디카페,"경기도 파주시 문산읍 문현말길 113-14, 1층",031-954-1836,37.84265165,126.7681158
스위치온,"경기도 파주시 문발로 233, 은하관 1-2호 (문발동)",,37.71516574,126.6875146
메가커피 운정초롱점,"경기도 파주시 양지로 117, 예스프라자운정 103호 (동패동)",,37.70965075,126.7219191
로아디저트카페,"경기도 김포시 북변중로65번길 52, 1층 일부호 (북변동)",,37.6249137,126.710568
공차 파주운정점,"경기도 파주시 미래로 375, 삼성메디컬프라자 101호 (동패동)",,37.71140391,126.7458517
모리셔스브라운(MAURITIUS BROWN) 운정점,"경기도 파주시 청암로17번길 49, 102호 (목동동)",,37.72859613,126.7350473
빽다방 파주적성점,"경기도 파주시 적성면 청송로 1026, 1층 일부",,37.95437887,126.9191248
매머드익스프레스 김포구래점,"경기도 김포시 김포한강9로 95, 1층 111호 (구래동)",,37.6451553,126.6255903
컴포즈커피 연천 차탄리점,경기도 연천군 연천읍 문화로 109,,38.10335392,127.078054
롱블랙,"경기도 김포시 고촌읍 인향로24번길 74, 1층",,37.6000038,126.7679139
오로라2,"경기도 연천군 백학면 노아로491번길 283, 오로라동",,38.00994617,126.9515096
컴포즈커피 김포가현초교점,"경기도 김포시 김포한강2로 96, 계림프라자투 1층 102호 (장기동)",,37.63888977,126.6728213
토프레소김포고촌점,"경기도 김포시 고촌읍 신곡로29번길 35, 1층 102호 (아카데미프라자)",,37.60540375,126.7731325
카페청춘드림(다목적체육관점),"경기도 파주시 중앙로 160, 금촌다목적실내체육관 1층일부 (금릉동)",031-947-5522,37.75614052,126.785768
JJ커피솝,"경기도 연천군 전곡읍 평화로 533-29, 2층",,38.11576125,127.089958
행복한책방 파주,"경기도 파주시 가람로21번길 27-38, 1층일부 (와동동)",031-945-8922,37.73560644,126.752224
메가엠지씨커피 파주당동점,"경기도 파주시 문산읍 당동1로 43, 세원프라자 1층 103호",,37.86334263,126.7736386
투썸플레이스 파주동패점,"경기도 파주시 동서대로 640-4, 1층일부,2층전체 (동패동)",031-943-1831,37.70249705,126.7202122
카페오르,"경기도 파주시 조리읍 통일로 279, 3층 일부",,37.74138925,126.8121162
아이리스카페,"경기도 파주시 월롱면 휴암로117번길 3, 1층",031-945-6942,37.80157197,126.7811598
카페게이트,"경기도 파주시 문산읍 방촌로 1733, 용성프라자 1층 106호",,37.86741637,126.7849401
꿈목장 로컬본점,"경기도 김포시 홍도평로 20, 1층 일부호 (걸포동)",,37.63157414,126.7130041
디엠지라운지 (DMZ LOUNGE),"경기도 파주시 탄현면 새오리로161번길 90, 1층일부",,37.80039872,126.6835861
투썸플레이스 운정역점,"경기도 파주시 경의로 1250, 엠버418 111~114호 (와동동)",,37.72913208,126.7611269
가비아띠카페,"경기도 파주시 적성면 솥뒤로 21, 1층일부",,37.95590729,126.9170359
cafe dimora 카페디모라,"경기도 김포시 김포한강1로84번길 16, 1층 (장기동)",031-4727-5781,37.64517014,126.6712644
더카페,"경기도 파주시 문산읍 방촌로1294번길 3, 1층",,37.84144722,126.7527729
컴포즈커피파주운정점,"경기도 파주시 청암로17번길 31, 신우빌딩 111호 (목동동)",031-945-9979,37.72836856,126.7358551
스타벅스 파주P.아울렛 1F,"경기도 파주시 탄현면 필승로 200, 파주프리미엄아울렛 지하1층 1312호",1522-3232,37.76935123,126.6953853
(주)웅진씽크빅,경기도 파주시 회동길 20 (주)웅진씽크빅 1층 (문발동),031-956-7260,37.70453653,126.6849046
디져트39(연천전곡점),경기도 연천군 전곡읍 온골로 38-2,,38.02380219,127.0686604
무무,"경기도 파주시 미래로408번길 22, 운정프라자 1층 101호 (야당동)",,37.71406505,126.7478364
메가엠지씨커피 운정해솔마을점,"경기도 파주시 와석순환로 425, 캐슬플라자 103호 (와동동)",031-943-5580,37.72355141,126.75262
더벤티김포구래점,"경기도 김포시 김포한강9로 95, 센타프라자 113호 (구래동)",,37.6451553,126.6255903
더카페,"경기도 김포시 양촌읍 황금3로 89, 학운프라자 112호",,37.61103266,126.6187142
컴포즈커피 구래카림애비뉴점,"경기도 김포시 김포한강4로 487, 1층 1041호 (구래동, 한강신도시 반도유보라 4차)",,37.64639789,126.6295163
헤이리커피공장103,"경기도 파주시 탄현면 헤이리마을길 93-119, 1층",031-948-0103,37.78809894,126.69811
스토리카페앤스튜디오(story cafe&studio),"경기도 김포시 월곶면 애기봉로 124-46, 1층",,37.7297365,126.59364
빽다방김포구래점,"경기도 김포시 김포한강9로 80, 1층 123호 (구래동, 다온프라자)",031-989-0412,37.64412335,126.6260532
카페게이트 교하점,"경기도 파주시 청석로 256, 교하일번가빌딩 120호 (동패동)",031-949-4441,37.72470752,126.7177597
메가엠지씨커피 풍무당곡고개점,"경기도 김포시 풍무로 62, 한화프라자 1층 105호 (풍무동)",031-983-3398,37.60095762,126.7216758
제이콥(cafe jacob),"경기도 파주시 탄현면 새오리로 10, 2층 전체",,37.78705516,126.690155
커피에반하다 김포양곡휴먼시아점,"경기도 김포시 양촌읍 양곡2로30번길 51-16, 양촌타워 1층 109호",,37.6539733,126.6301987
미루카페,"경기도 김포시 통진읍 월하로 368, 가동 1층",,37.71087326,126.5964027
GS25연천로점,경기도 연천군 연천읍 연천로 284,,38.10213672,127.075263
우드터닝,"경기도 김포시 월곶면 월하로 153, 1층 일부호",,37.71367738,126.5744548
빈치하다 카페,"경기도 김포시 유현로237번길 89, 1층 전체호 (풍무동)",,37.61448807,126.7279247
만랩커피 파주운정점,"경기도 파주시 금바위로 42, 104호 (와동동)",,37.72832273,126.7600126
문화공간 카페- in,경기도 연천군 전곡읍 선사로 443,,38.02856625,127.0726268
오브스토리지(오브휴마리올라),"경기도 김포시 양촌읍 석모로16번길 98, 2층 전체호",,37.65536852,126.6470999
(주)에스디인터내셔날 나인블럭 헤이리점,"경기도 파주시 탄현면 헤이리마을길 59-6, 1층 일부",031-941-0551,37.78809894,126.69811
파주프로방스허브,"경기도 파주시 탄현면 새오리로 79-24, 1층 일부",031-943-0356,37.808712,126.6903555
마시치요,경기도 연천군 미산면 청정로 1755,,38.05527512,127.0135941
컴포즈커피 김포은여울점,"경기도 김포시 김포한강8로 173-88, 근린생활시설A동 118호 (마산동, 한강신도시 동일스위트 더파크뷰 1단지)",,37.64144019,126.6432951
오늘도난삐딱하개,"경기도 김포시 대곶면 율생중앙로52번길 37, 1층 일부호",,37.65409535,126.5838607
할머니,"경기도 파주시 책향기로 836, 아름터타워 108호 (와동동)",,37.72927091,126.7637605
더벤티 김포마송점,"경기도 김포시 통진읍 김포대로 2231, 서진프라자 103호",,37.68944548,126.5978505
달리는커피 파주운정1호점,"경기도 파주시 교하로 79, 1층 111호 (목동동)",,37.7283367,126.7334307
라운드어스,"경기도 파주시 마무리길 14, 상가동 103호 (아동동)",,37.76061673,126.7784305
펫다방 김포,"경기도 김포시 김포한강11로 288-31, 에이스프라자 203호일부 (운양동)",,37.65380554,126.6775181
라본비,"경기도 김포시 김포한강10로133번길 127, 1층 136호 (구래동)",,37.64407084,126.6181574
류애비뉴 야당점,"경기도 파주시 경의로1004번길 17, 디베뉴스타 103호 (야당동)",,37.70782586,126.760076
용커피,"경기도 김포시 김포한강1로78번길 36, 1층 101호 (장기동)",,37.64386947,126.6715179
스타벅스 김포아이앤씨점,"경기도 김포시 태장로 779, 신세계그룹 데이터센터 사무동 1층 일부호 (장기동)",1522-3232,37.63881132,126.6806254
카페게이트 금릉점,"경기도 파주시 금빛로 24-9, 조인프라자 108호 (금촌동)",,37.75195043,126.7665697
카페쏭,"경기도 김포시 하성면 월하로 914, 1~2층",,37.70582622,126.6548626
임종호커피 파주점,"경기도 파주시 탄현면 평화로 914, 1층 일부, 2층 전부",,37.78690308,126.6886875
카페지,"경기도 김포시 고촌읍 수기로 2, 오룡마을한화아파트 상가 1층 101호",031-998-3647,37.60303341,126.7667443
Cafe Remember(카페리멤버),"경기도 김포시 김포한강11로 288-37, 1층 119호 (운양동)",,37.65380554,126.6775181
가든팜,"경기도 김포시 걸포로 106, 1층 일부호 (걸포동)",,37.64083282,126.7028516
